Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
10/3/14,Place in Rincon Heights,2014-10-03T00:00:00-07:00,2014-10-03T07:45:03-07:00,27903,32.2241951163,-110.9541187843,,
10/3/14,Place in El Presidio,2014-10-03T07:53:56-07:00,2014-10-03T11:06:34-07:00,11558,32.2280797559,-110.9762085471,,
10/3/14,Place in Rincon Heights,2014-10-03T11:15:30-07:00,2014-10-03T11:36:23-07:00,1253,32.2241951163,-110.9541187843,,
10/3/14,Place in Rincon Heights,2014-10-03T11:51:51-07:00,2014-10-03T12:46:40-07:00,3289,32.2327274802,-110.9540684723,,
10/3/14,Place in Rincon Heights,2014-10-03T13:03:40-07:00,2014-10-03T13:24:31-07:00,1251,32.2308424,-110.9545194,,
10/3/14,Place in El Presidio,2014-10-03T13:30:00-07:00,2014-10-03T16:54:28-07:00,12268,32.2280797559,-110.9762085471,,
10/3/14,Place in Rincon Heights,2014-10-03T17:03:25-07:00,2014-10-03T17:47:19-07:00,2634,32.2241951163,-110.9541187843,,
10/3/14,Place in Iron Horse,2014-10-03T17:59:50-07:00,2014-10-03T18:16:16-07:00,986,32.2237406951,-110.9619626169,,
10/3/14,Place in El Presidio,2014-10-03T18:34:29-07:00,2014-10-03T19:55:21-07:00,4852,32.2258509269,-110.9746190186,,
10/3/14,Place in Rincon Heights,2014-10-03T20:09:16-07:00,2014-10-04T00:00:00-07:00,13844,32.2241951163,-110.9541187843,,
