Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
9/23/14,Place in Rincon Heights,2014-09-23T00:00:00-07:00,2014-09-23T08:25:21-07:00,30321,32.2241951163,-110.9541187843,,
9/23/14,Place in El Presidio,2014-09-23T08:35:31-07:00,2014-09-23T10:02:16-07:00,5205,32.2280797559,-110.9762085471,,
9/23/14,Place in Rincon Heights,2014-09-23T10:11:07-07:00,2014-09-23T10:26:40-07:00,933,32.2241951163,-110.9541187843,,
9/23/14,Place in Rincon Heights,2014-09-23T10:41:27-07:00,2014-09-23T13:25:08-07:00,9821,32.2310127874,-110.951514577,,
9/23/14,Place in Rincon Heights,2014-09-23T13:39:47-07:00,2014-09-23T14:29:10-07:00,2963,32.2241951163,-110.9541187843,,
9/23/14,Place in West University,2014-09-23T14:48:58-07:00,2014-09-23T14:56:13-07:00,435,32.232122547,-110.9573681736,,
9/23/14,Place in Rincon Heights,2014-09-23T15:03:00-07:00,2014-09-23T16:47:27-07:00,6267,32.2296516871,-110.9544029164,,
9/23/14,Place in Rincon Heights,2014-09-23T17:06:38-07:00,2014-09-23T20:24:31-07:00,11873,32.2241951163,-110.9541187843,,
9/23/14,Place in Pascua Yaqui Indian Village,2014-09-23T20:35:02-07:00,2014-09-23T21:12:32-07:00,2250,32.2519125044,-110.9776279766,,
9/23/14,Place in Rincon Heights,2014-09-23T21:39:12-07:00,2014-09-24T00:00:00-07:00,8448,32.2241951163,-110.9541187843,,
