Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
10/1/14,Place in Rincon Heights,2014-10-01T00:00:00-07:00,2014-10-01T08:42:59-07:00,31379,32.2241951163,-110.9541187843,,
10/1/14,Place in El Presidio,2014-10-01T08:52:45-07:00,2014-10-01T09:22:08-07:00,1763,32.2280797559,-110.9762085471,,
10/1/14,Place in Pima County,2014-10-01T09:35:23-07:00,2014-10-01T09:57:49-07:00,1346,32.25021156,-110.9463745117,,
10/1/14,Place in Pima County,2014-10-01T09:57:50-07:00,2014-10-01T10:33:41-07:00,2151,32.2512774563,-110.9436943578,,
10/1/14,Place in Pima County,2014-10-01T10:33:41-07:00,2014-10-01T11:02:55-07:00,1754,32.2523746015,-110.943709965,,
10/1/14,Place in Rincon Heights,2014-10-01T11:09:36-07:00,2014-10-01T11:21:20-07:00,704,32.2241951163,-110.9541187843,,
10/1/14,Place in Rincon Heights,2014-10-01T11:33:59-07:00,2014-10-01T11:38:17-07:00,258,32.2327274802,-110.9540684723,,
10/1/14,Place in West University,2014-10-01T11:42:21-07:00,2014-10-01T11:52:21-07:00,600,32.2323350298,-110.9564564924,,
10/1/14,Place in Rincon Heights,2014-10-01T11:56:31-07:00,2014-10-01T12:51:26-07:00,3295,32.2327274802,-110.9540684723,,
10/1/14,Place in Rincon Heights,2014-10-01T13:06:27-07:00,2014-10-01T14:32:18-07:00,5151,32.2241951163,-110.9541187843,,
10/1/14,Place in Rincon Heights,2014-10-01T14:51:22-07:00,2014-10-01T16:03:20-07:00,4318,32.2296516871,-110.9544029164,,
10/1/14,Place in Rincon Heights,2014-10-01T16:18:47-07:00,2014-10-02T00:00:00-07:00,27673,32.2241951163,-110.9541187843,,
