Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
9/24/14,Place in Rincon Heights,2014-09-24T00:00:00-07:00,2014-09-24T08:30:41-07:00,30641,32.2241951163,-110.9541187843,,
9/24/14,Place in El Presidio,2014-09-24T08:41:40-07:00,2014-09-24T09:52:47-07:00,4267,32.2282391081,-110.9758139237,,
9/24/14,Place in El Presidio,2014-09-24T10:29:09-07:00,2014-09-24T10:58:53-07:00,1784,32.2282391081,-110.9758139237,,
9/24/14,Place in Rincon Heights,2014-09-24T11:10:49-07:00,2014-09-24T11:37:12-07:00,1583,32.2241951163,-110.9541187843,,
9/24/14,Place in Rincon Heights,2014-09-24T11:51:42-07:00,2014-09-24T13:48:43-07:00,7021,32.2325163587,-110.9546250843,,
9/24/14,Place in Rincon Heights,2014-09-24T13:48:44-07:00,2014-09-24T14:32:43-07:00,2639,32.2300460979,-110.9539644431,,
9/24/14,Place in Rincon Heights,2014-09-24T14:32:43-07:00,2014-09-24T16:12:19-07:00,5976,32.2301781002,-110.9522119684,,
9/24/14,Place in Rincon Heights,2014-09-24T16:59:40-07:00,2014-09-24T18:32:49-07:00,5589,32.2241951163,-110.9541187843,,
9/24/14,Place in Pima County,2014-09-24T18:44:47-07:00,2014-09-24T19:00:41-07:00,954,32.2222224738,-110.9168584076,,
9/24/14,Place in Rincon Heights,2014-09-24T19:09:52-07:00,2014-09-24T20:16:23-07:00,3991,32.2241951163,-110.9541187843,,
9/24/14,Place in Pima County,2014-09-24T20:23:58-07:00,2014-09-24T21:41:00-07:00,4622,32.2352436457,-110.9437303284,,
9/24/14,Place in Rincon Heights,2014-09-24T21:43:47-07:00,2014-09-25T00:00:00-07:00,8173,32.2241951163,-110.9541187843,,
