Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
9/18/14,Place in Rincon Heights,2014-09-18T00:00:00-07:00,2014-09-18T07:57:15-07:00,28635,32.2241951163,-110.9541187843,,
9/18/14,Place in El Presidio,2014-09-18T08:09:16-07:00,2014-09-18T11:46:01-07:00,13005,32.2282391081,-110.9758139237,,
9/18/14,Place in Pie Allen,2014-09-18T12:01:10-07:00,2014-09-18T12:39:35-07:00,2305,32.2227437024,-110.9687319427,,
9/18/14,Place in El Presidio,2014-09-18T12:56:48-07:00,2014-09-18T14:48:05-07:00,6677,32.2282391081,-110.9758139237,,
9/18/14,Place in Rincon Heights,2014-09-18T14:59:14-07:00,2014-09-18T15:13:28-07:00,854,32.2241951163,-110.9541187843,,
9/18/14,Place in Rincon Heights,2014-09-18T15:23:51-07:00,2014-09-18T16:44:43-07:00,4852,32.2294550711,-110.9547538205,,
9/18/14,Place in West University,2014-09-18T16:56:15-07:00,2014-09-18T18:10:19-07:00,4444,32.2315199712,-110.9567608828,,
9/18/14,Place in Rincon Heights,2014-09-18T18:14:39-07:00,2014-09-18T18:38:57-07:00,1458,32.2289473126,-110.9548351011,,
9/18/14,Place in Rincon Heights,2014-09-18T18:48:48-07:00,2014-09-18T18:52:54-07:00,246,32.2241951163,-110.9541187843,,
9/18/14,Place in Rincon Heights,2014-09-18T19:35:35-07:00,2014-09-19T00:00:00-07:00,15865,32.2241951163,-110.9541187843,,
