Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
9/25/14,Place in Rincon Heights,2014-09-25T00:00:00-07:00,2014-09-25T09:00:55-07:00,32455,32.2241951163,-110.9541187843,,
9/25/14,Place in El Presidio,2014-09-25T09:09:06-07:00,2014-09-25T12:56:42-07:00,13656,32.2280797559,-110.9762085471,,
9/25/14,Place in Rincon Heights,2014-09-25T13:03:05-07:00,2014-09-25T14:14:51-07:00,4306,32.2241951163,-110.9541187843,,
9/25/14,Place in Rincon Heights,2014-09-25T14:29:24-07:00,2014-09-25T15:09:43-07:00,2419,32.2296516871,-110.9544029164,,
9/25/14,Place in Rincon Heights,2014-09-25T15:12:22-07:00,2014-09-25T15:12:26-07:00,4,32.2310948937,-110.9538239626,,
9/25/14,Place in Rincon Heights,2014-09-25T15:24:16-07:00,2014-09-25T16:51:28-07:00,5232,32.2296516871,-110.9544029164,,
9/25/14,Place in West University,2014-09-25T16:57:37-07:00,2014-09-25T17:23:56-07:00,1579,32.2322783431,-110.9570376611,,
9/25/14,Place in Rincon Heights,2014-09-25T17:40:40-07:00,2014-09-25T17:45:58-07:00,318,32.2296516871,-110.9544029164,,
9/25/14,Place in Rincon Heights,2014-09-25T18:02:16-07:00,2014-09-25T18:09:38-07:00,442,32.2296516871,-110.9544029164,,
9/25/14,Place in Rincon Heights,2014-09-25T18:18:59-07:00,2014-09-25T18:30:03-07:00,664,32.2250907997,-110.9549358013,,
9/25/14,Place in Rincon Heights,2014-09-25T18:30:03-07:00,2014-09-25T18:51:57-07:00,1314,32.227722754,-110.9449997673,,
9/25/14,Place in Rincon Heights,2014-09-25T18:54:44-07:00,2014-09-26T00:00:00-07:00,18316,32.2250907997,-110.9549358013,,
