lat,long
32.224,-110.954
32.224,-110.954
32.224,-110.954
32.224,-110.954
32.224,-110.954
32.224,-110.954
32.224,-110.954
32.224,-110.954
32.224,-110.954
31.790,-110.699
31.827,-110.713
31.827,-110.713
31.827,-110.713
