lat	long
32.224087	-110.954097
32.224087	-110.954097
32.224087	-110.954097
32.224087	-110.954097
32.224087	-110.954097
32.224087	-110.954097
32.224087	-110.954097
32.224087	-110.954097
32.224087	-110.954097
31.79043	-110.6991
31.826682	-110.713229
31.826682	-110.713229
31.826682	-110.713229
