Date,Type,Name,Start,End,Duration
9/13/14,move,transport,2014-09-13T00:00:00-07:00,2014-09-13T10:56:12-07:00,39372
9/13/14,move,walking,2014-09-13T10:56:12-07:00,2014-09-13T11:06:15-07:00,603
9/13/14,place,Place in Fort Tuthill,2014-09-13T11:06:15-07:00,2014-09-13T17:25:16-07:00,22741
9/13/14,move,walking,2014-09-13T17:25:16-07:00,2014-09-13T17:32:49-07:00,453
9/13/14,move,transport,2014-09-13T17:32:49-07:00,2014-09-13T17:49:17-07:00,988
9/13/14,place,Place in Kachina Village,2014-09-13T17:49:18-07:00,2014-09-13T20:16:24-07:00,8826
9/13/14,move,transport,2014-09-13T20:16:24-07:00,2014-09-13T20:36:02-07:00,1178
9/13/14,place,Place in Downtown Flagstaff,2014-09-13T20:36:02-07:00,2014-09-13T20:38:40-07:00,158
9/13/14,move,walking,2014-09-13T20:38:40-07:00,2014-09-13T20:42:10-07:00,210
9/13/14,place,Place in Downtown Flagstaff,2014-09-13T20:42:10-07:00,2014-09-13T23:38:56-07:00,10606
9/13/14,move,transport,2014-09-13T23:38:56-07:00,2014-09-13T23:55:26-07:00,990
9/13/14,place,Place in Kachina Village,2014-09-13T23:55:26-07:00,2014-09-14T00:00:00-07:00,274
