Date,Type,Name,Start,End,Duration
9/30/14,place,Place in Rincon Heights,2014-09-30T00:00:00-07:00,2014-09-30T08:12:34-07:00,29554
9/30/14,move,transport,2014-09-30T08:12:34-07:00,2014-09-30T08:16:26-07:00,232
9/30/14,move,walking,2014-09-30T08:16:26-07:00,2014-09-30T08:19:04-07:00,158
9/30/14,place,Place in El Presidio,2014-09-30T08:19:04-07:00,2014-09-30T10:01:11-07:00,6127
9/30/14,move,transport,2014-09-30T10:01:11-07:00,2014-09-30T10:06:35-07:00,324
9/30/14,place,Place in Rincon Heights,2014-09-30T10:06:35-07:00,2014-09-30T10:13:58-07:00,443
9/30/14,move,walking,2014-09-30T10:13:58-07:00,2014-09-30T10:30:59-07:00,1021
9/30/14,move,transport,2014-09-30T10:30:59-07:00,2014-09-30T10:33:22-07:00,143
9/30/14,place,Place in Rincon Heights,2014-09-30T10:33:23-07:00,2014-09-30T13:02:43-07:00,8960
9/30/14,move,walking,2014-09-30T13:02:44-07:00,2014-09-30T13:19:05-07:00,981
9/30/14,place,Place in Rincon Heights,2014-09-30T13:19:05-07:00,2014-09-30T13:32:31-07:00,806
9/30/14,move,transport,2014-09-30T13:32:31-07:00,2014-09-30T13:35:33-07:00,182
9/30/14,move,walking,2014-09-30T13:35:33-07:00,2014-09-30T13:37:44-07:00,131
9/30/14,place,Place in Rincon Heights,2014-09-30T13:37:44-07:00,2014-09-30T14:01:12-07:00,1408
9/30/14,move,transport,2014-09-30T14:01:12-07:00,2014-09-30T14:06:48-07:00,336
9/30/14,place,Place in Rincon Heights,2014-09-30T14:06:47-07:00,2014-09-30T14:58:31-07:00,3104
9/30/14,move,walking,2014-09-30T14:58:31-07:00,2014-09-30T15:11:36-07:00,785
9/30/14,place,Place in Rincon Heights,2014-09-30T15:11:36-07:00,2014-09-30T16:46:44-07:00,5708
9/30/14,move,walking,2014-09-30T16:46:45-07:00,2014-09-30T16:59:59-07:00,794
9/30/14,place,Place in Rincon Heights,2014-09-30T16:59:58-07:00,2014-09-30T17:06:18-07:00,380
9/30/14,place,Place in Rincon Heights,2014-09-30T17:06:18-07:00,2014-09-30T17:19:03-07:00,765
9/30/14,move,transport,2014-09-30T17:19:03-07:00,2014-09-30T17:39:29-07:00,1226
9/30/14,place,Place in Pima County,2014-09-30T17:39:29-07:00,2014-09-30T21:08:29-07:00,12540
9/30/14,move,transport,2014-09-30T21:08:29-07:00,2014-09-30T21:11:39-07:00,190
9/30/14,place,Place in Rincon Heights,2014-09-30T21:11:39-07:00,2014-09-30T21:53:46-07:00,2527
9/30/14,move,transport,2014-09-30T21:53:46-07:00,2014-09-30T21:58:21-07:00,275
9/30/14,place,Place in Pima County,2014-09-30T21:58:20-07:00,2014-09-30T22:13:18-07:00,898
9/30/14,move,transport,2014-09-30T22:13:18-07:00,2014-09-30T22:16:06-07:00,168
9/30/14,place,Place in Pima County,2014-09-30T22:16:06-07:00,2014-09-30T22:20:20-07:00,254
9/30/14,move,transport,2014-09-30T22:20:20-07:00,2014-09-30T22:24:20-07:00,240
9/30/14,place,Place in Rincon Heights,2014-09-30T22:24:20-07:00,2014-10-01T00:00:00-07:00,5740
