Date,Type,Name,Start,End,Duration
9/19/14,place,Place in Rincon Heights,2014-09-19T00:00:00-07:00,2014-09-19T08:29:12-07:00,30552
9/19/14,move,transport,2014-09-19T08:29:12-07:00,2014-09-19T08:34:15-07:00,303
9/19/14,move,walking,2014-09-19T08:34:15-07:00,2014-09-19T08:37:09-07:00,174
9/19/14,place,Place in El Presidio,2014-09-19T08:37:09-07:00,2014-09-19T10:51:58-07:00,8089
9/19/14,move,walking,2014-09-19T10:51:58-07:00,2014-09-19T10:54:31-07:00,153
9/19/14,move,transport,2014-09-19T10:54:31-07:00,2014-09-19T11:02:58-07:00,507
9/19/14,place,Place in Rincon Heights,2014-09-19T11:02:57-07:00,2014-09-19T11:38:21-07:00,2124
9/19/14,move,walking,2014-09-19T11:38:21-07:00,2014-09-19T11:54:39-07:00,978
9/19/14,place,Place in Rincon Heights,2014-09-19T11:54:38-07:00,2014-09-19T12:49:26-07:00,3288
9/19/14,move,walking,2014-09-19T12:49:26-07:00,2014-09-19T13:03:51-07:00,865
9/19/14,place,Place in Rincon Heights,2014-09-19T13:03:51-07:00,2014-09-19T13:15:23-07:00,692
9/19/14,move,walking,2014-09-19T13:15:23-07:00,2014-09-19T13:20:36-07:00,313
9/19/14,place,Place in El Presidio,2014-09-19T13:20:36-07:00,2014-09-19T16:56:44-07:00,12968
9/19/14,move,walking,2014-09-19T16:56:44-07:00,2014-09-19T16:59:25-07:00,161
9/19/14,move,transport,2014-09-19T16:59:25-07:00,2014-09-19T17:08:32-07:00,547
9/19/14,place,Place in Rincon Heights,2014-09-19T17:08:31-07:00,2014-09-20T00:00:00-07:00,24689
