Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/21/14,walking,walking,2014-09-21T00:46:25-07:00,2014-09-21T00:47:25-07:00,60,0.019,60,0
9/21/14,walking,walking,2014-09-21T12:40:48-07:00,2014-09-21T12:41:18-07:00,30,0.009,20,0
9/21/14,walking,walking,2014-09-21T13:07:47-07:00,2014-09-21T13:08:47-07:00,60,0.028,90,0
9/21/14,transport,transport,2014-09-21T13:09:33-07:00,2014-09-21T13:12:25-07:00,172,0.872,0,0
9/21/14,walking,walking,2014-09-21T13:12:49-07:00,2014-09-21T13:14:39-07:00,110,0.046,148,0
9/21/14,walking,walking,2014-09-21T14:52:52-07:00,2014-09-21T14:55:00-07:00,128,0.053,169,0
9/21/14,transport,transport,2014-09-21T14:55:00-07:00,2014-09-21T15:04:54-07:00,594,3.286,0,0
9/21/14,walking,walking,2014-09-21T15:11:11-07:00,2014-09-21T15:11:41-07:00,30,0.022,70,0
9/21/14,transport,transport,2014-09-21T15:15:02-07:00,2014-09-21T15:20:10-07:00,308,2.829,0,0
9/21/14,walking,walking,2014-09-21T15:20:10-07:00,2014-09-21T15:21:33-07:00,83,0.026,83,0
9/21/14,walking,walking,2014-09-21T23:55:01-07:00,2014-09-21T23:55:31-07:00,30,0.009,20,0
