Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/5/14,walking,walking,2014-10-05T04:12:01-07:00,2014-10-05T04:14:31-07:00,150,0.103,221,0
10/5/14,walking,walking,2014-10-05T05:14:39-07:00,2014-10-05T05:15:39-07:00,60,0.028,91,0
10/5/14,walking,walking,2014-10-05T06:00:11-07:00,2014-10-05T06:02:41-07:00,150,0.070,140,0
10/5/14,walking,walking,2014-10-05T07:04:30-07:00,2014-10-05T07:10:44-07:00,374,0.278,596,0
10/5/14,walking,walking,2014-10-05T08:00:00-07:00,2014-10-05T08:01:17-07:00,77,0.037,119,0
10/5/14,walking,walking,2014-10-05T09:06:33-07:00,2014-10-05T09:06:39-07:00,6,0.002,8,0
10/5/14,walking,walking,2014-10-05T13:22:30-07:00,2014-10-05T13:22:32-07:00,2,0.001,4,0
10/5/14,walking,walking,2014-10-05T14:06:48-07:00,2014-10-05T14:08:28-07:00,100,0.045,144,0
10/5/14,walking,walking,2014-10-05T15:18:57-07:00,2014-10-05T15:19:27-07:00,30,0.016,50,0
10/5/14,walking,walking,2014-10-05T16:29:51-07:00,2014-10-05T16:31:21-07:00,90,0.031,101,0
