Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/13/14,transport,transport,2014-09-13T00:00:00-07:00,2014-09-13T10:56:12-07:00,39372,2.902,0,0
9/13/14,walking,walking,2014-09-13T10:56:12-07:00,2014-09-13T11:06:15-07:00,603,0.267,781,0
9/13/14,walking,walking,2014-09-13T11:15:21-07:00,2014-09-13T11:21:19-07:00,358,0.167,354,0
9/13/14,walking,walking,2014-09-13T12:57:28-07:00,2014-09-13T12:58:31-07:00,63,0.030,95,0
9/13/14,walking,walking,2014-09-13T13:03:38-07:00,2014-09-13T13:05:59-07:00,141,0.093,200,0
9/13/14,walking,walking,2014-09-13T15:38:58-07:00,2014-09-13T15:39:28-07:00,30,0.009,30,0
9/13/14,walking,walking,2014-09-13T16:10:36-07:00,2014-09-13T16:11:29-07:00,53,0.025,80,0
9/13/14,walking,walking,2014-09-13T17:20:55-07:00,2014-09-13T17:21:47-07:00,52,0.022,70,0
9/13/14,walking,walking,2014-09-13T17:25:16-07:00,2014-09-13T17:32:49-07:00,453,0.331,559,0
9/13/14,transport,transport,2014-09-13T17:32:49-07:00,2014-09-13T17:49:17-07:00,988,5.297,0,0
9/13/14,walking,walking,2014-09-13T17:50:23-07:00,2014-09-13T17:51:23-07:00,60,0.023,74,0
9/13/14,transport,transport,2014-09-13T20:16:24-07:00,2014-09-13T20:36:02-07:00,1178,10.243,0,0
9/13/14,walking,walking,2014-09-13T20:36:15-07:00,2014-09-13T20:37:52-07:00,97,0.044,142,0
9/13/14,walking,walking,2014-09-13T20:38:40-07:00,2014-09-13T20:42:10-07:00,210,0.157,171,0
9/13/14,walking,walking,2014-09-13T20:42:44-07:00,2014-09-13T20:46:13-07:00,209,0.106,226,0
9/13/14,walking,walking,2014-09-13T21:34:46-07:00,2014-09-13T21:35:16-07:00,30,0.009,15,0
9/13/14,walking,walking,2014-09-13T23:10:27-07:00,2014-09-13T23:19:18-07:00,531,0.278,596,0
9/13/14,transport,transport,2014-09-13T23:38:56-07:00,2014-09-13T23:55:26-07:00,990,9.394,0,0
