Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/3/14,walking,walking,2014-10-03T00:27:38-07:00,2014-10-03T00:28:08-07:00,30,0.009,20,0
10/3/14,walking,walking,2014-10-03T06:31:04-07:00,2014-10-03T06:31:17-07:00,13,0.006,17,0
10/3/14,walking,walking,2014-10-03T07:00:37-07:00,2014-10-03T07:01:45-07:00,68,0.021,66,0
10/3/14,transport,transport,2014-10-03T07:45:03-07:00,2014-10-03T07:51:09-07:00,366,1.799,0,0
10/3/14,walking,walking,2014-10-03T07:51:10-07:00,2014-10-03T07:53:56-07:00,166,0.093,299,0
10/3/14,walking,walking,2014-10-03T07:55:17-07:00,2014-10-03T07:57:15-07:00,118,0.049,158,0
10/3/14,walking,walking,2014-10-03T08:58:07-07:00,2014-10-03T08:58:37-07:00,30,0.011,35,0
10/3/14,walking,walking,2014-10-03T09:03:08-07:00,2014-10-03T09:03:38-07:00,30,0.016,50,0
10/3/14,walking,walking,2014-10-03T11:06:25-07:00,2014-10-03T11:06:34-07:00,9,0.003,6,0
10/3/14,walking,walking,2014-10-03T11:06:34-07:00,2014-10-03T11:08:23-07:00,109,0.035,100,0
10/3/14,transport,transport,2014-10-03T11:08:22-07:00,2014-10-03T11:15:29-07:00,427,1.703,0,0
10/3/14,walking,walking,2014-10-03T11:16:22-07:00,2014-10-03T11:19:01-07:00,159,0.089,191,0
10/3/14,walking,walking,2014-10-03T11:36:23-07:00,2014-10-03T11:51:50-07:00,927,0.692,706,0
10/3/14,walking,walking,2014-10-03T12:46:40-07:00,2014-10-03T13:03:41-07:00,1021,0.317,591,0
10/3/14,walking,walking,2014-10-03T13:04:46-07:00,2014-10-03T13:04:48-07:00,2,0.001,2,0
10/3/14,transport,transport,2014-10-03T13:24:31-07:00,2014-10-03T13:26:54-07:00,143,1.569,0,0
10/3/14,walking,walking,2014-10-03T13:26:54-07:00,2014-10-03T13:30:00-07:00,186,0.089,259,0
10/3/14,walking,walking,2014-10-03T16:26:43-07:00,2014-10-03T16:28:43-07:00,120,0.048,153,0
10/3/14,transport,transport,2014-10-03T16:54:28-07:00,2014-10-03T17:03:25-07:00,537,1.524,0,0
10/3/14,walking,walking,2014-10-03T17:10:10-07:00,2014-10-03T17:13:10-07:00,180,0.091,196,0
10/3/14,walking,walking,2014-10-03T17:47:19-07:00,2014-10-03T17:59:49-07:00,750,0.529,938,0
10/3/14,walking,walking,2014-10-03T18:00:50-07:00,2014-10-03T18:10:53-07:00,603,0.404,866,0
10/3/14,walking,walking,2014-10-03T18:16:16-07:00,2014-10-03T18:34:30-07:00,1094,0.867,1757,0
10/3/14,walking,walking,2014-10-03T19:23:06-07:00,2014-10-03T19:55:21-07:00,1935,1.429,3067,0
10/3/14,walking,walking,2014-10-03T19:55:21-07:00,2014-10-03T20:09:16-07:00,835,0.461,835,0
10/3/14,walking,walking,2014-10-03T20:09:17-07:00,2014-10-03T20:10:19-07:00,62,0.019,42,0
10/3/14,walking,walking,2014-10-03T21:08:06-07:00,2014-10-03T21:09:38-07:00,92,0.029,89,0
