Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/24/14,walking,walking,2014-09-24T00:07:59-07:00,2014-09-24T00:08:34-07:00,35,0.018,57,0
9/24/14,walking,walking,2014-09-24T06:30:22-07:00,2014-09-24T06:30:52-07:00,30,0.011,33,0
9/24/14,walking,walking,2014-09-24T07:15:21-07:00,2014-09-24T07:15:53-07:00,32,0.011,33,0
9/24/14,walking,walking,2014-09-24T08:15:56-07:00,2014-09-24T08:16:04-07:00,8,0.003,10,0
9/24/14,transport,transport,2014-09-24T08:30:41-07:00,2014-09-24T08:37:58-07:00,437,1.691,0,0
9/24/14,walking,walking,2014-09-24T08:37:59-07:00,2014-09-24T08:41:40-07:00,221,0.080,253,0
9/24/14,walking,walking,2014-09-24T09:38:54-07:00,2014-09-24T09:39:54-07:00,60,0.034,111,0
9/24/14,walking,walking,2014-09-24T10:52:05-07:00,2014-09-24T10:52:37-07:00,32,0.010,17,0
9/24/14,walking,walking,2014-09-24T10:58:53-07:00,2014-09-24T11:02:30-07:00,217,0.099,321,0
9/24/14,transport,transport,2014-09-24T11:02:30-07:00,2014-09-24T11:10:49-07:00,499,1.539,0,0
9/24/14,walking,walking,2014-09-24T11:37:12-07:00,2014-09-24T11:51:42-07:00,870,0.689,1410,0
9/24/14,walking,walking,2014-09-24T11:51:53-07:00,2014-09-24T11:52:07-07:00,14,0.006,18,0
9/24/14,walking,walking,2014-09-24T12:51:43-07:00,2014-09-24T12:56:17-07:00,274,0.188,403,0
9/24/14,walking,walking,2014-09-24T13:01:48-07:00,2014-09-24T13:06:54-07:00,306,0.258,553,0
9/24/14,walking,walking,2014-09-24T14:17:23-07:00,2014-09-24T14:21:21-07:00,238,0.124,265,0
9/24/14,walking,walking,2014-09-24T14:50:40-07:00,2014-09-24T14:56:04-07:00,324,0.276,592,0
9/24/14,walking,walking,2014-09-24T16:12:19-07:00,2014-09-24T16:31:39-07:00,1160,0.582,977,0
9/24/14,transport,transport,2014-09-24T16:31:38-07:00,2014-09-24T16:59:40-07:00,1682,3.581,0,0
9/24/14,walking,walking,2014-09-24T17:58:42-07:00,2014-09-24T17:59:12-07:00,30,0.009,26,0
9/24/14,walking,walking,2014-09-24T18:04:53-07:00,2014-09-24T18:05:23-07:00,30,0.009,30,0
9/24/14,walking,walking,2014-09-24T18:32:49-07:00,2014-09-24T18:34:46-07:00,117,0.037,118,0
9/24/14,transport,transport,2014-09-24T18:34:47-07:00,2014-09-24T18:44:47-07:00,600,2.606,0,0
9/24/14,walking,walking,2014-09-24T18:45:27-07:00,2014-09-24T18:46:32-07:00,65,0.040,127,0
9/24/14,transport,transport,2014-09-24T19:00:41-07:00,2014-09-24T19:09:51-07:00,550,2.534,0,0
9/24/14,walking,walking,2014-09-24T19:10:05-07:00,2014-09-24T19:11:33-07:00,88,0.035,113,0
9/24/14,walking,walking,2014-09-24T20:00:15-07:00,2014-09-24T20:02:57-07:00,162,0.091,195,0
9/24/14,transport,transport,2014-09-24T20:16:23-07:00,2014-09-24T20:23:57-07:00,454,1.122,0,0
9/24/14,walking,walking,2014-09-24T20:23:58-07:00,2014-09-24T20:24:59-07:00,61,0.025,81,0
9/24/14,walking,walking,2014-09-24T21:34:40-07:00,2014-09-24T21:35:40-07:00,60,0.028,90,0
9/24/14,transport,transport,2014-09-24T21:41:01-07:00,2014-09-24T21:43:47-07:00,166,1.122,0,0
9/24/14,walking,walking,2014-09-24T21:45:08-07:00,2014-09-24T21:45:38-07:00,30,0.012,40,0
