Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/4/14,walking,walking,2014-10-04T09:02:52-07:00,2014-10-04T09:04:00-07:00,68,0.026,83,0
10/4/14,transport,transport,2014-10-04T09:05:04-07:00,2014-10-04T09:10:34-07:00,330,1.894,0,0
10/4/14,walking,walking,2014-10-04T09:10:38-07:00,2014-10-04T09:12:08-07:00,90,0.043,140,0
10/4/14,transport,transport,2014-10-04T09:17:36-07:00,2014-10-04T09:27:22-07:00,586,1.853,0,0
10/4/14,transport,transport,2014-10-04T09:27:22-07:00,2014-10-04T09:30:47-07:00,205,0.458,0,0
10/4/14,walking,walking,2014-10-04T09:30:56-07:00,2014-10-04T09:31:40-07:00,44,0.016,53,0
10/4/14,walking,walking,2014-10-04T10:14:11-07:00,2014-10-04T10:16:11-07:00,120,0.085,181,0
10/4/14,transport,transport,2014-10-04T10:24:00-07:00,2014-10-04T10:36:04-07:00,724,1.141,0,0
10/4/14,walking,walking,2014-10-04T10:42:29-07:00,2014-10-04T10:43:22-07:00,53,0.025,80,0
10/4/14,transport,transport,2014-10-04T10:47:25-07:00,2014-10-04T10:50:17-07:00,172,1.276,0,0
10/4/14,walking,walking,2014-10-04T10:50:17-07:00,2014-10-04T10:50:34-07:00,17,0.006,20,0
10/4/14,walking,walking,2014-10-04T11:04:23-07:00,2014-10-04T11:05:10-07:00,47,0.020,64,0
10/4/14,transport,transport,2014-10-04T11:05:47-07:00,2014-10-04T11:24:55-07:00,1148,1.320,0,0
10/4/14,walking,walking,2014-10-04T11:51:08-07:00,2014-10-04T11:51:38-07:00,30,0.019,60,0
10/4/14,transport,transport,2014-10-04T12:02:10-07:00,2014-10-04T12:38:17-07:00,2167,17.270,0,0
10/4/14,walking,walking,2014-10-04T12:55:39-07:00,2014-10-04T12:56:16-07:00,37,0.016,49,0
10/4/14,transport,transport,2014-10-04T13:03:51-07:00,2014-10-04T13:31:22-07:00,1651,6.047,0,0
10/4/14,walking,walking,2014-10-04T13:31:22-07:00,2014-10-04T13:32:04-07:00,42,0.022,70,0
10/4/14,transport,transport,2014-10-04T13:35:59-07:00,2014-10-04T14:37:05-07:00,3666,8.937,0,0
10/4/14,transport,transport,2014-10-04T14:50:01-07:00,2014-10-04T15:03:54-07:00,833,3.691,0,0
10/4/14,transport,transport,2014-10-04T15:03:53-07:00,2014-10-04T16:15:14-07:00,4281,25.511,0,0
10/4/14,walking,walking,2014-10-04T16:15:14-07:00,2014-10-04T16:16:46-07:00,92,0.040,129,0
10/4/14,walking,walking,2014-10-04T17:27:14-07:00,2014-10-04T17:34:39-07:00,445,0.391,736,0
10/4/14,walking,walking,2014-10-04T17:40:35-07:00,2014-10-04T17:49:12-07:00,517,0.370,927,0
10/4/14,walking,walking,2014-10-04T17:49:12-07:00,2014-10-04T17:50:17-07:00,65,0.033,105,0
10/4/14,transport,transport,2014-10-04T17:54:44-07:00,2014-10-04T18:05:49-07:00,665,3.577,0,0
10/4/14,walking,walking,2014-10-04T18:05:50-07:00,2014-10-04T18:07:53-07:00,123,0.102,218,0
10/4/14,transport,transport,2014-10-04T18:27:32-07:00,2014-10-04T18:36:58-07:00,566,3.347,0,0
10/4/14,walking,walking,2014-10-04T18:38:25-07:00,2014-10-04T18:40:10-07:00,105,0.032,99,0
10/4/14,walking,walking,2014-10-04T19:55:01-07:00,2014-10-04T19:56:22-07:00,81,0.042,135,0
10/4/14,walking,walking,2014-10-04T20:01:55-07:00,2014-10-04T20:03:25-07:00,90,0.050,161,0
10/4/14,walking,walking,2014-10-04T21:06:46-07:00,2014-10-04T21:08:22-07:00,96,0.054,174,0
10/4/14,walking,walking,2014-10-04T22:30:20-07:00,2014-10-04T22:31:20-07:00,60,0.019,60,0
