Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/26/14,walking,walking,2014-09-26T06:30:56-07:00,2014-09-26T06:31:05-07:00,9,0.004,12,0
9/26/14,walking,walking,2014-09-26T07:16:10-07:00,2014-09-26T07:16:44-07:00,34,0.014,45,0
9/26/14,walking,walking,2014-09-26T08:10:48-07:00,2014-09-26T08:11:55-07:00,67,0.022,71,0
9/26/14,transport,transport,2014-09-26T08:28:52-07:00,2014-09-26T08:34:46-07:00,354,1.799,0,0
9/26/14,walking,walking,2014-09-26T08:34:45-07:00,2014-09-26T08:38:03-07:00,198,0.103,288,0
9/26/14,walking,walking,2014-09-26T08:44:42-07:00,2014-09-26T08:45:42-07:00,60,0.031,100,0
9/26/14,walking,walking,2014-09-26T09:00:14-07:00,2014-09-26T09:00:49-07:00,35,0.017,56,0
9/26/14,walking,walking,2014-09-26T10:19:47-07:00,2014-09-26T10:21:58-07:00,131,0.068,147,0
9/26/14,walking,walking,2014-09-26T10:54:06-07:00,2014-09-26T10:58:12-07:00,246,0.121,196,0
9/26/14,walking,walking,2014-09-26T10:58:11-07:00,2014-09-26T10:58:13-07:00,2,0.001,2,0
9/26/14,transport,transport,2014-09-26T11:07:07-07:00,2014-09-26T11:19:32-07:00,745,1.612,0,0
9/26/14,walking,walking,2014-09-26T11:38:42-07:00,2014-09-26T11:54:45-07:00,963,0.692,639,0
9/26/14,walking,walking,2014-09-26T12:52:14-07:00,2014-09-26T12:55:34-07:00,200,0.105,339,0
9/26/14,walking,walking,2014-09-26T12:57:56-07:00,2014-09-26T13:05:23-07:00,447,0.358,767,0
9/26/14,walking,walking,2014-09-26T13:06:46-07:00,2014-09-26T13:18:21-07:00,695,0.720,1209,0
9/26/14,walking,walking,2014-09-26T13:20:05-07:00,2014-09-26T13:20:35-07:00,30,0.019,60,0
9/26/14,transport,transport,2014-09-26T13:42:02-07:00,2014-09-26T13:49:41-07:00,459,1.576,0,0
9/26/14,walking,walking,2014-09-26T13:49:41-07:00,2014-09-26T13:52:25-07:00,164,0.088,282,0
9/26/14,walking,walking,2014-09-26T13:52:25-07:00,2014-09-26T13:52:30-07:00,5,0.001,5,0
9/26/14,walking,walking,2014-09-26T15:45:38-07:00,2014-09-26T15:46:38-07:00,60,0.034,110,0
9/26/14,walking,walking,2014-09-26T16:00:08-07:00,2014-09-26T16:11:47-07:00,699,0.428,918,0
9/26/14,walking,walking,2014-09-26T16:54:39-07:00,2014-09-26T16:56:07-07:00,88,0.066,53,0
9/26/14,transport,transport,2014-09-26T16:56:07-07:00,2014-09-26T16:58:43-07:00,156,0.541,0,0
9/26/14,walking,walking,2014-09-26T16:58:42-07:00,2014-09-26T17:04:07-07:00,325,0.183,592,0
9/26/14,transport,transport,2014-09-26T17:04:06-07:00,2014-09-26T17:24:37-07:00,1231,5.106,0,0
9/26/14,walking,walking,2014-09-26T17:24:38-07:00,2014-09-26T17:26:41-07:00,123,0.088,189,0
9/26/14,walking,walking,2014-09-26T17:53:00-07:00,2014-09-26T17:54:20-07:00,80,0.029,91,0
9/26/14,walking,walking,2014-09-26T18:00:00-07:00,2014-09-26T18:03:52-07:00,232,0.121,258,0
9/26/14,walking,walking,2014-09-26T18:07:16-07:00,2014-09-26T18:11:12-07:00,236,0.074,237,0
9/26/14,transport,transport,2014-09-26T18:11:12-07:00,2014-09-26T18:21:43-07:00,631,0.481,0,0
9/26/14,walking,walking,2014-09-26T18:27:39-07:00,2014-09-26T18:29:37-07:00,118,0.060,194,0
9/26/14,walking,walking,2014-09-26T18:32:19-07:00,2014-09-26T18:36:07-07:00,228,0.176,364,0
9/26/14,transport,transport,2014-09-26T18:36:07-07:00,2014-09-26T18:45:10-07:00,543,0.566,0,0
9/26/14,walking,walking,2014-09-26T18:46:45-07:00,2014-09-26T18:48:50-07:00,125,0.089,192,0
9/26/14,walking,walking,2014-09-26T19:08:40-07:00,2014-09-26T19:22:01-07:00,801,0.462,1486,0
9/26/14,transport,transport,2014-09-26T19:34:15-07:00,2014-09-26T19:35:00-07:00,45,0.249,0,0
9/26/14,walking,walking,2014-09-26T19:45:22-07:00,2014-09-26T19:45:52-07:00,30,0.012,40,0
9/26/14,walking,walking,2014-09-26T20:38:46-07:00,2014-09-26T20:42:17-07:00,211,0.160,343,0
9/26/14,walking,walking,2014-09-26T21:19:53-07:00,2014-09-26T21:26:53-07:00,420,0.222,478,0
9/26/14,walking,walking,2014-09-26T21:42:02-07:00,2014-09-26T21:42:32-07:00,30,0.016,50,0
9/26/14,walking,walking,2014-09-26T22:37:04-07:00,2014-09-26T22:38:04-07:00,60,0.034,110,0
9/26/14,walking,walking,2014-09-26T23:08:10-07:00,2014-09-26T23:20:40-07:00,750,0.369,1188,0
9/26/14,walking,walking,2014-09-26T23:20:40-07:00,2014-09-26T23:21:39-07:00,59,0.019,49,0
9/26/14,walking,walking,2014-09-26T23:21:40-07:00,2014-09-26T23:32:52-07:00,672,0.485,550,0
9/26/14,walking,walking,2014-09-26T23:34:01-07:00,2014-09-26T23:36:30-07:00,149,0.140,299,0
