Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/19/14,walking,walking,2014-09-19T06:30:26-07:00,2014-09-19T06:30:27-07:00,1,0.001,1,0
9/19/14,walking,walking,2014-09-19T08:27:38-07:00,2014-09-19T08:28:08-07:00,30,0.009,15,0
9/19/14,transport,transport,2014-09-19T08:29:12-07:00,2014-09-19T08:34:15-07:00,303,1.724,0,0
9/19/14,walking,walking,2014-09-19T08:34:15-07:00,2014-09-19T08:37:09-07:00,174,0.088,256,0
9/19/14,walking,walking,2014-09-19T08:37:45-07:00,2014-09-19T08:38:15-07:00,30,0.009,20,0
9/19/14,walking,walking,2014-09-19T10:51:58-07:00,2014-09-19T10:54:31-07:00,153,0.092,296,0
9/19/14,transport,transport,2014-09-19T10:54:31-07:00,2014-09-19T11:02:58-07:00,507,1.685,0,0
9/19/14,walking,walking,2014-09-19T11:38:21-07:00,2014-09-19T11:54:39-07:00,978,0.697,1663,0
9/19/14,walking,walking,2014-09-19T12:49:26-07:00,2014-09-19T13:03:51-07:00,865,0.729,1041,0
9/19/14,walking,walking,2014-09-19T13:05:27-07:00,2014-09-19T13:06:27-07:00,60,0.019,60,0
9/19/14,walking,walking,2014-09-19T13:15:23-07:00,2014-09-19T13:20:36-07:00,313,0.233,241,0
9/19/14,walking,walking,2014-09-19T13:25:45-07:00,2014-09-19T13:29:20-07:00,215,0.154,331,0
9/19/14,walking,walking,2014-09-19T15:06:44-07:00,2014-09-19T15:11:37-07:00,293,0.199,428,0
9/19/14,walking,walking,2014-09-19T16:29:13-07:00,2014-09-19T16:32:29-07:00,196,0.091,193,0
9/19/14,walking,walking,2014-09-19T16:56:44-07:00,2014-09-19T16:59:25-07:00,161,0.106,233,0
9/19/14,transport,transport,2014-09-19T16:59:25-07:00,2014-09-19T17:08:32-07:00,547,1.726,0,0
9/19/14,walking,walking,2014-09-19T17:09:26-07:00,2014-09-19T17:09:56-07:00,30,0.016,50,0
9/19/14,walking,walking,2014-09-19T19:45:00-07:00,2014-09-19T19:45:36-07:00,36,0.017,56,0
9/19/14,walking,walking,2014-09-19T20:12:16-07:00,2014-09-19T20:12:47-07:00,31,0.011,33,0
