Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
10/2/14,walking,walking,2014-10-02T06:31:24-07:00,2014-10-02T06:31:34-07:00,10,0.005,15,0
10/2/14,walking,walking,2014-10-02T07:00:59-07:00,2014-10-02T07:01:34-07:00,35,0.011,27,0
10/2/14,transport,transport,2014-10-02T08:00:18-07:00,2014-10-02T08:07:51-07:00,453,1.760,0,0
10/2/14,walking,walking,2014-10-02T08:07:52-07:00,2014-10-02T08:10:41-07:00,169,0.098,306,0
10/2/14,walking,walking,2014-10-02T08:33:47-07:00,2014-10-02T08:34:17-07:00,30,0.016,50,0
10/2/14,walking,walking,2014-10-02T09:31:18-07:00,2014-10-02T09:33:07-07:00,109,0.051,164,0
10/2/14,walking,walking,2014-10-02T10:00:32-07:00,2014-10-02T10:01:02-07:00,30,0.019,60,0
10/2/14,walking,walking,2014-10-02T11:11:54-07:00,2014-10-02T11:12:54-07:00,60,0.025,80,0
10/2/14,walking,walking,2014-10-02T11:40:34-07:00,2014-10-02T11:44:05-07:00,211,0.128,412,0
10/2/14,transport,transport,2014-10-02T11:44:05-07:00,2014-10-02T11:55:26-07:00,681,1.575,0,0
10/2/14,walking,walking,2014-10-02T12:13:15-07:00,2014-10-02T12:15:21-07:00,126,0.059,74,0
10/2/14,walking,walking,2014-10-02T12:21:04-07:00,2014-10-02T12:25:32-07:00,268,0.200,268,0
10/2/14,walking,walking,2014-10-02T13:56:21-07:00,2014-10-02T13:56:46-07:00,25,0.013,41,0
10/2/14,walking,walking,2014-10-02T14:03:27-07:00,2014-10-02T14:07:56-07:00,269,0.177,380,0
10/2/14,walking,walking,2014-10-02T14:49:10-07:00,2014-10-02T15:02:46-07:00,816,0.421,1355,0
10/2/14,transport,transport,2014-10-02T15:02:45-07:00,2014-10-02T15:05:59-07:00,194,1.159,0,0
10/2/14,transport,transport,2014-10-02T15:05:59-07:00,2014-10-02T15:10:07-07:00,248,0.335,0,0
10/2/14,walking,walking,2014-10-02T15:10:07-07:00,2014-10-02T15:10:36-07:00,29,0.015,48,0
10/2/14,walking,walking,2014-10-02T16:47:49-07:00,2014-10-02T16:50:29-07:00,160,0.095,203,0
10/2/14,walking,walking,2014-10-02T17:00:43-07:00,2014-10-02T17:01:13-07:00,30,0.009,30,0
10/2/14,walking,walking,2014-10-02T18:47:22-07:00,2014-10-02T18:58:01-07:00,639,0.300,639,0
10/2/14,walking,walking,2014-10-02T18:58:20-07:00,2014-10-02T18:58:25-07:00,5,0.002,7,0
10/2/14,walking,walking,2014-10-02T19:07:59-07:00,2014-10-02T19:08:29-07:00,30,0.012,40,0
10/2/14,walking,walking,2014-10-02T19:11:27-07:00,2014-10-02T19:34:42-07:00,1395,1.007,2160,0
10/2/14,walking,walking,2014-10-02T20:21:04-07:00,2014-10-02T20:24:33-07:00,209,0.117,250,0
10/2/14,walking,walking,2014-10-02T21:18:20-07:00,2014-10-02T21:20:20-07:00,120,0.059,191,0
10/2/14,walking,walking,2014-10-02T22:06:06-07:00,2014-10-02T22:30:36-07:00,1470,1.040,2231,0
10/2/14,transport,transport,2014-10-02T23:06:59-07:00,2014-10-02T23:07:28-07:00,29,0.731,0,0
